여러분은 평소 체력 관리를 위해 어떤 활동을 하고 계신가요? 모두 선택해주세요.,,,,,,
구분,고유번호,성별,나이,지역,설문일시,문항1
Wiz,w5586498674437,남,1992년 04월 11일 (만 33 세),경기,2025-01-07 0:48,4
Wiz,w22394099123884,남,1963년 04월 04일 (만 62 세),경기,2025-01-06 23:29,10
Wiz,w5257559813719,남,1979년 10월 18일 (만 46 세),서울,2025-01-07 4:10,1
Wiz,w3867418379423,남,1983년 05월 04일 (만 42 세),인천,2025-01-06 21:01,8
Wiz,w110857092954179,남,1993년 04월 18일 (만 32 세),세종,2025-01-07 0:14,1
Wiz,w233150437882374,여,1995년 03월 21일 (만 30 세),경남,2025-01-13 13:06,10
Wiz,w5739385045834,남,1988년 09월 28일 (만 37 세),서울,2025-01-07 0:59,1
Wiz,w6115246653681,여,1972년 08월 25일 (만 53 세),경기,2025-01-06 22:12,4
Wiz,w485061957462,여,1984년 10월 14일 (만 41 세),경기,2025-01-06 12:38,7
Wiz,w5960943270907,여,1971년 06월 09일 (만 54 세),울산,2025-01-06 23:08,4
Wiz,w1477493823749,남,1967년 03월 13일 (만 58 세),대구,2025-01-06 13:49,"3, 1"
Wiz,w6045421822705,여,2004년 05월 22일 (만 21 세),서울,2025-01-08 7:48,4
Wiz,w176966203329,남,1963년 09월 06일 (만 62 세),경기,2025-01-06 20:11,10
Wiz,w6607849261887,여,1996년 05월 07일 (만 29 세),부산,2025-01-09 17:20,10
Wiz,w1035483810410,여,1972년 01월 20일 (만 53 세),인천,2025-01-06 17:05,2
Wiz,w48884129969,남,1965년 11월 19일 (만 60 세),경기,2025-01-06 9:50,10
Wiz,w99272128303,여,1972년 03월 14일 (만 53 세),경북,2025-01-07 20:41,7
Wiz,w286757102892,남,1956년 08월 12일 (만 69 세),서울,2025-01-06 10:32,"5, 4"
Wiz,w6777387567270,여,1974년 12월 10일 (만 51 세),경북,2025-01-07 6:04,10
Wiz,w948079881525,남,1964년 03월 20일 (만 61 세),경기,2025-01-07 0:08,10
Wiz,w5865986609733,여,1964년 12월 30일 (만 61 세),서울,2025-01-08 11:13,10
Wiz,w2426193517535,여,1970년 08월 24일 (만 55 세),대전,2025-01-07 9:46,10
Wiz,w89439686249643,남,1970년 09월 15일 (만 55 세),서울,2025-01-07 9:41,10
Wiz,w6502768899830,남,1981년 04월 23일 (만 44 세),서울,2025-01-07 21:11,6
Wiz,w5377422741449,여,1984년 01월 04일 (만 41 세),경기,2025-01-06 10:49,5
Wiz,w884431962167,남,1974년 12월 18일 (만 51 세),경기,2025-01-12 14:49,4
Wiz,w245299248379659,여,1991년 02월 24일 (만 34 세),서울,2025-01-07 16:08,8
Wiz,w5279714121193,남,1983년 10월 30일 (만 42 세),대구,2025-01-06 23:03,10
Wiz,w5466914772059,남,1987년 07월 12일 (만 38 세),경북,2025-01-06 11:41,"4, 6"
Wiz,w384612720975,여,1972년 04월 09일 (만 53 세),경북,2025-01-06 19:47,7
Wiz,w6344992307155,남,1989년 10월 21일 (만 36 세),대구,2025-01-07 0:49,4
Wiz,w3624519259019,여,1968년 04월 05일 (만 57 세),인천,2025-01-07 6:06,4
Wiz,w99051224992,남,1969년 11월 23일 (만 56 세),경북,2025-01-07 19:52,5
Wiz,w785424053289,여,1975년 04월 28일 (만 50 세),서울,2025-01-06 22:10,6
Wiz,w3587962498595,남,1992년 03월 07일 (만 33 세),부산,2025-01-07 22:09,1
Wiz,w47774998092,여,1961년 09월 27일 (만 64 세),대구,2025-01-07 11:03,4
Wiz,w1064610402958,남,1963년 04월 05일 (만 62 세),서울,2025-01-06 15:59,10
Wiz,w565767632206,남,1985년 09월 26일 (만 40 세),서울,2025-01-06 23:26,8
Wiz,w6820940378328,여,1969년 04월 04일 (만 56 세),경북,2025-01-09 9:31,4
Wiz,w81782286137,남,1973년 01월 30일 (만 52 세),경남,2025-01-06 17:10,"5, 7"
Wiz,w86454978382,여,1974년 06월 30일 (만 51 세),경남,2025-01-06 17:14,"6, 5"
Wiz,w6571946213801,남,1975년 09월 15일 (만 50 세),경기,2025-01-06 21:40,"6, 3"
Wiz,w15011832115371,남,1957년 08월 27일 (만 68 세),광주,2025-01-07 3:56,8
Wiz,w62272881527403,여,1965년 01월 03일 (만 60 세),대구,2025-01-06 10:04,3
Wiz,w231875194448049,남,1977년 08월 29일 (만 48 세),인천,2025-01-07 1:40,"1, 8, 4, 6, 5"
Wiz,w150813396317,남,1982년 09월 01일 (만 43 세),서울,2025-01-06 11:33,2
Wiz,w4152271217394,남,1979년 07월 01일 (만 46 세),대전,2025-01-06 20:28,6
Wiz,w6239622917379,남,1964년 09월 16일 (만 61 세),경남,2025-01-07 6:04,"5, 1, 8"
Wiz,w396376482773199,남,1999년 10월 19일 (만 26 세),경기,2025-01-11 15:31,9
Wiz,w6577974797188,여,1989년 10월 16일 (만 36 세),서울,2025-01-07 8:21,5
Wiz,w3933768134970,남,1962년 09월 26일 (만 63 세),경기,2025-01-13 8:09,"2, 4"
Wiz,w2779234907056,여,1982년 10월 16일 (만 43 세),경기,2025-01-07 13:12,10
Wiz,w3576215188713,남,1973년 12월 30일 (만 52 세),부산,2025-01-06 16:17,10
Wiz,w3781714150853,남,1971년 10월 31일 (만 54 세),서울,2025-01-07 17:16,4
Wiz,w226088728024660,남,1971년 06월 30일 (만 54 세),경기,2025-01-07 16:20,"1, 5"
Wiz,w226753046044257,여,1976년 월 일 (만 49 세),경기,2025-01-07 10:04,5
Wiz,w1887028409527,남,1989년 09월 17일 (만 36 세),경기,2025-01-06 21:58,6
Wiz,w38628931478,남,1979년 05월 23일 (만 46 세),대전,2025-01-06 20:57,2
Wiz,w3881780785270,남,1970년 05월 27일 (만 55 세),대구,2025-01-06 21:40,4
Wiz,w877668055069,남,1969년 02월 16일 (만 56 세),경기,2025-01-06 15:38,10
Wiz,w4214860323717,남,1981년 07월 21일 (만 44 세),서울,2025-01-06 13:48,2
Wiz,w244936258060583,여,1948년 09월 20일 (만 77 세),대구,2025-01-07 23:27,2
Wiz,w41129756907,남,1977년 07월 21일 (만 48 세),경기,2025-01-12 20:07,6
Wiz,w4467685241535,남,1971년 02월 18일 (만 54 세),경기,2025-01-06 12:43,4
Wiz,w4441084599697,남,1955년 03월 03일 (만 70 세),광주,2025-01-06 13:15,2
Wiz,w3831053121080,남,1969년 02월 01일 (만 56 세),인천,2025-01-06 10:03,2
Wiz,w3224056052308,남,1978년 11월 05일 (만 47 세),인천,2025-01-06 15:18,2
Wiz,w338664836062845,여,1964년 05월 02일 (만 61 세),광주,2025-01-06 23:11,4
Wiz,w970428315291,여,1970년 09월 28일 (만 55 세),서울,2025-01-07 6:32,1
Wiz,w327754913025,남,1995년 03월 28일 (만 30 세),인천,2025-01-07 0:13,10
Wiz,w71742279435914,여,1995년 03월 11일 (만 30 세),인천,2025-01-06 23:11,"9, 2"
Wiz,w926960017104,남,1969년 09월 29일 (만 56 세),경기,2025-01-06 21:43,10
Wiz,w4425956236669,남,1991년 07월 30일 (만 34 세),경북,2025-01-06 9:52,4
Wiz,w3418149426418,남,1972년 06월 26일 (만 53 세),경기,2025-01-06 19:02,"4, 2"
Wiz,w5911253590385,여,1990년 10월 30일 (만 35 세),서울,2025-01-06 23:15,3
Wiz,w3951068671317,남,1970년 08월 30일 (만 55 세),경남,2025-01-12 9:10,1
Wiz,w9877226719,남,1977년 02월 19일 (만 48 세),서울,2025-01-06 11:32,4
Wiz,w5121872321867,남,1971년 04월 10일 (만 54 세),대전,2025-01-07 7:13,10
Wiz,w6285378757312,여,1971년 07월 23일 (만 54 세),서울,2025-01-07 18:29,10
Wiz,w93083506691,여,1973년 06월 09일 (만 52 세),부산,2025-01-06 20:54,10
Wiz,w49072156668,여,1974년 07월 06일 (만 51 세),서울,2025-01-07 3:11,4
Wiz,w4729057165974,여,1993년 02월 13일 (만 32 세),서울,2025-01-06 13:35,10
Wiz,w108139079882436,남,1970년 12월 25일 (만 55 세),제주,2025-01-11 19:32,10
Wiz,w6103994146251,여,1993년 02월 21일 (만 32 세),서울,2025-01-08 10:59,10
Wiz,w3682179268909,남,1980년 10월 08일 (만 45 세),충북,2025-01-06 23:40,5
Wiz,w6201389159695,여,1974년 01월 10일 (만 51 세),광주,2025-01-06 16:10,3
Wiz,w5127425763785,여,1972년 04월 21일 (만 53 세),강원,2025-01-06 23:11,"5, 7, 4"
Wiz,w78018073616335,여,1994년 05월 22일 (만 31 세),충남,2025-01-06 14:45,10
Wiz,w1212460740743,여,1978년 07월 30일 (만 47 세),전북,2025-01-06 20:09,5
Wiz,w45082675786,여,1985년 05월 05일 (만 40 세),경기,2025-01-06 9:59,4
Wiz,w114461301463,여,1967년 02월 02일 (만 58 세),서울,2025-01-06 20:03,10
Wiz,w6370974758217,남,1992년 10월 10일 (만 33 세),경기,2025-01-08 0:22,10
Wiz,w6215772422194,남,1989년 07월 10일 (만 36 세),서울,2025-01-07 14:40,"4, 8, 1, 6, 2"
Wiz,w110485854271783,남,1985년 02월 21일 (만 40 세),경기,2025-01-06 11:52,2
Wiz,w6275065431163,여,1988년 01월 20일 (만 37 세),경남,2025-01-06 11:06,5
Wiz,w89643237900,여,1965년 10월 15일 (만 60 세),부산,2025-01-11 13:01,"4, 8"
Wiz,w1913125601275,남,1970년 02월 09일 (만 55 세),서울,2025-01-06 22:13,10
Wiz,w971971372624,여,1984년 02월 18일 (만 41 세),경기,2025-01-07 13:57,2
Wiz,w51199272904,여,1958년 05월 04일 (만 67 세),서울,2025-01-06 18:33,"3, 4"
Wiz,w3814971005466,남,1982년 07월 29일 (만 43 세),서울,2025-01-06 12:55,4
Wiz,w6141156205988,남,1980년 06월 01일 (만 45 세),경북,2025-01-07 7:29,4
Wiz,w94011152938,남,1969년 08월 15일 (만 56 세),경기,2025-01-06 19:30,"8, 7"
Wiz,w6738224180169,남,1962년 06월 19일 (만 63 세),세종,2025-01-06 10:30,9
Wiz,w6321133131413,남,1985년 04월 13일 (만 40 세),서울,2025-01-07 13:26,1
Wiz,w2943258777898,남,1966년 05월 14일 (만 59 세),서울,2025-01-06 18:04,4
Wiz,w3928840351230,남,1969년 03월 14일 (만 56 세),울산,2025-01-07 14:17,2
Wiz,w390384906756,남,1964년 09월 29일 (만 61 세),경남,2025-01-07 14:41,5
Wiz,w38498596101,남,1971년 05월 12일 (만 54 세),서울,2025-01-07 5:00,4
Wiz,w288685185688,남,1976년 12월 03일 (만 49 세),대구,2025-01-07 18:57,7
Wiz,w3393077758323,남,1981년 01월 09일 (만 44 세),충북,2025-01-06 17:09,4
Wiz,w40162250598,여,1976년 11월 25일 (만 49 세),인천,2025-01-06 13:18,3
Wiz,w1099851082078,여,1981년 10월 20일 (만 44 세),서울,2025-01-06 19:40,4
Wiz,w1246018563201,남,1969년 05월 29일 (만 56 세),제주,2025-01-06 11:09,10
Wiz,w488730671161,남,1963년 01월 15일 (만 62 세),인천,2025-01-06 11:41,4
Wiz,w6691975860367,여,1967년 09월 15일 (만 58 세),서울,2025-01-08 23:20,2
Wiz,w6397777064785,여,1987년 01월 06일 (만 38 세),인천,2025-01-08 16:24,4
Wiz,w4613492906320,남,1987년 05월 04일 (만 38 세),인천,2025-01-06 14:50,1
Wiz,w61428354885,남,1962년 08월 13일 (만 63 세),경기,2025-01-06 13:37,"4, 6"
Wiz,w3495134816942,여,1971년 12월 13일 (만 54 세),서울,2025-01-06 11:01,2
Wiz,w4564659990020,여,1977년 07월 24일 (만 48 세),경기,2025-01-06 9:56,10
Wiz,w3483262317590,여,1973년 03월 28일 (만 52 세),인천,2025-01-11 16:46,10
Wiz,w135817873951,남,1985년 05월 24일 (만 40 세),경기,2025-01-08 23:30,10
Wiz,w6679664644461,남,1975년 04월 28일 (만 50 세),대전,2025-01-06 19:13,4
Wiz,w2943190818857,여,1963년 01월 17일 (만 62 세),부산,2025-01-06 17:18,"8, 4"
Wiz,w3676677289189,남,1965년 10월 23일 (만 60 세),강원,2025-01-06 21:04,8
Wiz,w37239852708,남,1980년 02월 06일 (만 45 세),충남,2025-01-07 11:02,2
Wiz,w31448129455,남,1979년 09월 05일 (만 46 세),대구,2025-01-07 2:27,10
Wiz,w6599843555402,남,1982년 10월 22일 (만 43 세),서울,2025-01-06 16:13,"4, 8"
Wiz,w340372332697,남,1972년 04월 22일 (만 53 세),서울,2025-01-06 18:53,4
Wiz,w6315921202753,여,1971년 06월 06일 (만 54 세),세종,2025-01-09 17:14,10
Wiz,w4052841189197,남,1972년 06월 20일 (만 53 세),경북,2025-01-07 16:15,2
Wiz,w6182899388908,여,1988년 07월 01일 (만 37 세),부산,2025-01-06 13:29,"1, 4"
Wiz,w8761412378,남,1970년 09월 22일 (만 55 세),서울,2025-01-07 7:52,"5, 2"
Wiz,w6228695537525,남,1977년 08월 16일 (만 48 세),경기,2025-01-06 11:39,4
Wiz,w6274139721977,남,1964년 10월 08일 (만 61 세),서울,2025-01-07 4:42,4
Wiz,w3706716384207,여,1974년 02월 08일 (만 51 세),서울,2025-01-06 22:27,5
Wiz,w396104843069897,여,2004년 06월 05일 (만 21 세),경남,2025-01-10 19:23,4
Wiz,w4663243246826,남,1987년 12월 15일 (만 38 세),경북,2025-01-13 17:02,4
Wiz,w63857607598,남,1968년 12월 08일 (만 57 세),서울,2025-01-06 20:15,4
Wiz,w375144823239025,여,1986년 04월 15일 (만 39 세),경남,2025-01-08 6:52,"5, 1"
Wiz,w114385113993076,남,2003년 11월 21일 (만 22 세),경기,2025-01-07 7:59,6
Wiz,w88560582903,여,1972년 08월 24일 (만 53 세),서울,2025-01-06 20:09,10
Wiz,w6663568289129,여,1987년 08월 10일 (만 38 세),대구,2025-01-06 10:04,"4, 3"
Wiz,w6321247795107,여,1962년 10월 17일 (만 63 세),경기,2025-01-06 18:41,4
Wiz,w2558156876593,여,1963년 12월 25일 (만 62 세),서울,2025-01-07 21:19,10
Wiz,w1827075114789,남,1944년 10월 14일 (만 81 세),인천,2025-01-06 13:39,10
Wiz,w5330673824660,남,1980년 12월 13일 (만 45 세),경남,2025-01-06 21:59,6
Wiz,w5864757531171,남,1963년 04월 17일 (만 62 세),서울,2025-01-07 2:24,1
Wiz,w443113791691,남,1997년 01월 13일 (만 28 세),경기,2025-01-12 15:27,10
Wiz,w52987083043,남,1981년 07월 25일 (만 44 세),서울,2025-01-07 7:17,4
Wiz,w5877535263470,남,1974년 07월 07일 (만 51 세),서울,2025-01-06 12:57,4
Wiz,w145258720561,남,1975년 05월 13일 (만 50 세),광주,2025-01-07 1:10,4
Wiz,w248639913402,남,1981년 04월 29일 (만 44 세),경북,2025-01-06 12:41,6
Wiz,w6805656656768,남,1966년 02월 12일 (만 59 세),서울,2025-01-07 1:48,4
Wiz,w1751674325236,남,1979년 03월 13일 (만 46 세),경기,2025-01-08 11:08,1
Wiz,w6385390178,남,1974년 08월 12일 (만 51 세),부산,2025-01-07 7:30,10
Wiz,w28762613487,남,1957년 09월 05일 (만 68 세),경북,2025-01-06 10:50,9
Wiz,w6706727402006,남,1990년 05월 29일 (만 35 세),서울,2025-01-06 18:42,"1, 4, 5"
Wiz,w3392033224709,여,1992년 09월 22일 (만 33 세),경기,2025-01-07 7:35,10
Wiz,w217106337511292,남,1999년 07월 17일 (만 26 세),대구,2025-01-07 5:55,10
Wiz,w442689143886,남,1982년 05월 21일 (만 43 세),경기,2025-01-06 17:20,"7, 1"
Wiz,w4921426027584,남,1982년 02월 13일 (만 43 세),경남,2025-01-06 15:32,"4, 5"
Wiz,w3861386995044,남,1980년 07월 11일 (만 45 세),대전,2025-01-06 22:07,"8, 3, 1, 4"
Wiz,w270229863771674,남,1979년 02월 03일 (만 46 세),경남,2025-01-07 12:55,4
Wiz,w5096557556089,남,1981년 02월 23일 (만 44 세),경기,2025-01-08 14:35,6
Wiz,w1233995478872,남,1977년 06월 15일 (만 48 세),제주,2025-01-06 22:08,5
Wiz,w54198576808736,남,1985년 01월 20일 (만 40 세),서울,2025-01-06 10:03,7
Wiz,w914348911284,남,1992년 09월 03일 (만 33 세),인천,2025-01-06 11:24,4
Wiz,w108438317688,남,1972년 06월 05일 (만 53 세),경남,2025-01-07 0:29,4
Wiz,w317456594133011,남,1977년 12월 03일 (만 48 세),전북,2025-01-06 10:49,8
Wiz,w5089354838789,여,1993년 10월 05일 (만 32 세),경기,2025-01-07 10:06,4
Wiz,w33897343657,여,1981년 05월 09일 (만 44 세),전남,2025-01-07 0:31,10
Wiz,w6818893605047,남,1973년 06월 25일 (만 52 세),서울,2025-01-06 18:01,"7, 1"
Wiz,w4282493663931,여,1956년 05월 15일 (만 69 세),경기,2025-01-07 1:24,7
Wiz,w1188443484393,여,1984년 02월 02일 (만 41 세),경남,2025-01-06 13:22,10
Wiz,w4194640691976,여,1988년 03월 06일 (만 37 세),경기,2025-01-06 20:34,1
Wiz,w1053477760340,남,1976년 01월 09일 (만 49 세),광주,2025-01-06 9:54,3
Wiz,w26948222226,여,1977년 06월 27일 (만 48 세),서울,2025-01-06 13:01,1
Wiz,w36248881308,여,1969년 05월 05일 (만 56 세),경기,2025-01-06 23:12,4
Wiz,w242326578580403,여,1987년 12월 10일 (만 38 세),인천,2025-01-06 12:35,2
Wiz,w129944156606,여,1974년 02월 20일 (만 51 세),인천,2025-01-07 22:04,7
Wiz,w15433557373,남,1973년 04월 23일 (만 52 세),부산,2025-01-07 8:46,10
Wiz,w6222755224350,여,1989년 12월 24일 (만 36 세),부산,2025-01-06 13:20,10
Wiz,w1231193773503,여,1981년 09월 25일 (만 44 세),부산,2025-01-06 23:27,"3, 4"
Wiz,w271738888406172,여,1976년 09월 22일 (만 49 세),서울,2025-01-06 14:21,4
Wiz,w4959081637280,여,1988년 10월 18일 (만 37 세),인천,2025-01-07 2:30,"8, 4"
Wiz,w6091256200859,남,1984년 10월 15일 (만 41 세),경기,2025-01-06 10:23,7
Wiz,w4806258647120,여,1983년 12월 11일 (만 42 세),광주,2025-01-06 22:52,10
Wiz,w3703343327203,여,1989년 10월 24일 (만 36 세),경기,2025-01-06 22:09,5
Wiz,w36800816072505,여,1970년 04월 13일 (만 55 세),서울,2025-01-06 17:12,10
Wiz,w313255117903,여,1984년 02월 28일 (만 41 세),세종,2025-01-06 17:38,4
Wiz,w62659702461,여,1970년 07월 24일 (만 55 세),서울,2025-01-06 21:11,5
Wiz,w6332982345842,여,1965년 02월 12일 (만 60 세),서울,2025-01-06 13:15,10
Wiz,w4372480792168,여,1984년 11월 13일 (만 41 세),경기,2025-01-06 16:24,4
Wiz,w6077449778645,여,1954년 09월 07일 (만 71 세),인천,2025-01-07 21:26,8
Wiz,w1612793066377,여,1981년 05월 24일 (만 44 세),경남,2025-01-07 14:58,4
Wiz,w2524599501175,여,1962년 09월 11일 (만 63 세),경기,2025-01-07 13:01,5
Wiz,w10733568695739,여,1976년 09월 15일 (만 49 세),부산,2025-01-10 3:09,2
Wiz,w6302494623166,남,1979년 07월 29일 (만 46 세),서울,2025-01-09 10:44,3
Wiz,w6251578493021,여,1971년 05월 26일 (만 54 세),광주,2025-01-07 6:56,"3, 1"
Wiz,w6403433537086,여,1963년 05월 25일 (만 62 세),인천,2025-01-07 9:02,4
Wiz,w4009069384771,남,1968년 09월 23일 (만 57 세),경기,2025-01-09 6:25,2
Wiz,w211125537800442,남,1964년 01월 14일 (만 61 세),대전,2025-01-06 20:37,"4, 1"
Wiz,w6303741571831,여,1977년 02월 13일 (만 48 세),충북,2025-01-06 23:30,10
Wiz,w4474545421003,여,1978년 11월 20일 (만 47 세),인천,2025-01-06 14:48,5
Wiz,w1451024707223,남,1995년 03월 22일 (만 30 세),경기,2025-01-06 12:57,10
Wiz,w4241765476971,남,1987년 07월 26일 (만 38 세),인천,2025-01-06 9:50,10
Wiz,w12958621792,여,1961년 11월 23일 (만 64 세),부산,2025-01-06 10:13,4
Wiz,w5611356646463,여,1989년 02월 23일 (만 36 세),광주,2025-01-06 23:03,6
Wiz,w6085139398650,남,1963년 02월 09일 (만 62 세),서울,2025-01-06 10:09,4
Wiz,w6469121148678,남,1990년 06월 20일 (만 35 세),대구,2025-01-07 22:01,4
Wiz,w1616273357920,남,1983년 05월 25일 (만 42 세),경기,2025-01-06 17:26,6
Wiz,w4120223073140,남,1962년 09월 15일 (만 63 세),경기,2025-01-06 13:25,7
Wiz,w6190692657218,여,1979년 12월 17일 (만 46 세),서울,2025-01-09 1:12,3
Wiz,w137428688210,남,1968년 07월 03일 (만 57 세),경기,2025-01-06 18:03,10
Wiz,w1036869788133,여,1990년 06월 29일 (만 35 세),부산,2025-01-07 15:12,"2, 7"
Wiz,w5036727903078,여,2005년 05월 24일 (만 20 세),서울,2025-01-10 3:26,2
Wiz,w5721446191680,남,1985년 11월 26일 (만 40 세),경기,2025-01-07 5:57,1
Wiz,w6333193994229,여,1985년 08월 23일 (만 40 세),경기,2025-01-07 9:34,4
Wiz,w636287786056,남,1967년 10월 02일 (만 58 세),전남,2025-01-11 5:19,10
Wiz,w4589348265014,남,1976년 02월 19일 (만 49 세),부산,2025-01-07 19:57,"5, 7, 4"
Wiz,w58639981438,남,1950년 03월 08일 (만 75 세),부산,2025-01-07 8:42,8
Wiz,w5499682124955,여,1972년 08월 23일 (만 53 세),서울,2025-01-06 22:32,"4, 6, 3"
Wiz,w6019886672733,여,1990년 11월 04일 (만 35 세),충남,2025-01-06 17:22,2
Wiz,w3221794056500,남,1971년 08월 20일 (만 54 세),서울,2025-01-06 18:17,7
Wiz,w5371957730031,남,1981년 02월 21일 (만 44 세),부산,2025-01-07 0:01,4
Wiz,w6580365377639,여,1972년 12월 09일 (만 53 세),광주,2025-01-06 19:21,2
Wiz,w218662726606547,여,1976년 11월 29일 (만 49 세),서울,2025-01-10 9:33,10
Wiz,w10026175056,남,1981년 06월 14일 (만 44 세),서울,2025-01-06 19:34,10
Wiz,w1555033999341,남,1970년 10월 15일 (만 55 세),서울,2025-01-07 19:30,9
Wiz,w4902787153305,남,1958년 08월 29일 (만 67 세),경기,2025-01-06 9:59,5
Wiz,w30647090978,여,1983년 11월 13일 (만 42 세),대전,2025-01-07 5:18,6
Wiz,w5960494911948,여,1979년 11월 04일 (만 46 세),서울,2025-01-06 16:54,9
Wiz,w4722419911007,남,1987년 04월 20일 (만 38 세),서울,2025-01-06 11:51,"2, 6, 8"
Wiz,w4507498644514,남,1985년 08월 13일 (만 40 세),인천,2025-01-07 0:32,4
Wiz,w5856671986158,남,1985년 08월 25일 (만 40 세),경기,2025-01-07 0:12,8
Wiz,w339244529661,여,1974년 02월 15일 (만 51 세),광주,2025-01-06 18:28,10
Wiz,w1398888786952,남,1971년 02월 17일 (만 54 세),대전,2025-01-06 19:49,5
Wiz,w3840884825046,여,1966년 02월 25일 (만 59 세),부산,2025-01-11 16:50,3
Wiz,w54350681554,여,1974년 03월 31일 (만 51 세),경북,2025-01-06 23:49,10
Wiz,w2140272050001,남,1980년 11월 27일 (만 45 세),서울,2025-01-07 8:15,2
Wiz,w6315197021184,여,1985년 07월 17일 (만 40 세),경기,2025-01-06 10:19,3
Wiz,w6402370009456,남,2001년 11월 20일 (만 24 세),서울,2025-01-07 1:19,10
Wiz,w1428637936734,남,1979년 12월 17일 (만 46 세),충남,2025-01-07 9:20,4
Wiz,w4307427512131,남,1971년 09월 17일 (만 54 세),경기,2025-01-06 12:17,"1, 5, 2"
Wiz,w9055337178146,여,1970년 12월 14일 (만 55 세),경기,2025-01-06 17:45,4
Wiz,w46212547173,여,1981년 01월 10일 (만 44 세),인천,2025-01-08 0:13,10
Wiz,w3450073922943,여,1985년 01월 03일 (만 40 세),서울,2025-01-06 22:22,10
Wiz,w3610689314013,남,1970년 10월 16일 (만 55 세),전남,2025-01-07 0:36,8
Wiz,w4802196402440,남,1983년 06월 06일 (만 42 세),대구,2025-01-06 18:24,1
Wiz,w6391174615898,여,1978년 08월 15일 (만 47 세),인천,2025-01-09 0:38,1
Wiz,w263617724101888,여,1963년 월 일 (만 62 세),경기,2025-01-06 14:29,2
Wiz,w280706088925013,남,1984년 월 일 (만 41 세),경기,2025-01-06 10:24,1
Wiz,w240030099349047,남,1974년 월 일 (만 51 세),대구,2025-01-06 14:54,4
Wiz,w195618258943760,여,1999년 월 일 (만 26 세),서울,2025-01-06 22:15,9
Wiz,w372806824722278,여,1984년 월 일 (만 41 세),인천,2025-01-07 13:25,10
Wiz,w346374945408580,남,1968년 월 일 (만 57 세),경기,2025-01-07 9:26,"5, 1"
Wiz,w384001746117815,여,2004년 월 일 (만 21 세),광주,2025-01-10 13:27,"4, 9"
Wiz,w88392658272549,여,2001년 월 일 (만 24 세),울산,2025-01-07 2:36,1
Wiz,w296028930991252,남,2000년 월 일 (만 25 세),충남,2025-01-06 13:55,4
Wiz,w77604043718490,여,1963년 월 일 (만 62 세),경남,2025-01-07 18:14,"5, 4, 3"
Wiz,w392855396668313,여,1992년 월 일 (만 33 세),경기,2025-01-07 10:00,"4, 2"
Wiz,w328527424723797,남,1966년 월 일 (만 59 세),서울,2025-01-06 12:17,1
Wiz,w160659332428778,여,1982년 월 일 (만 43 세),서울,2025-01-07 9:08,4
Wiz,w103571362610593,여,1977년 월 일 (만 48 세),경기,2025-01-07 11:24,4
Wiz,w75087497238181,여,1963년 월 일 (만 62 세),충북,2025-01-06 20:46,"4, 2"
Wiz,w250009418200524,여,1986년 월 일 (만 39 세),전북,2025-01-07 10:38,4
Wiz,w132712790146578,여,1968년 월 일 (만 57 세),경기,2025-01-07 7:47,6
Wiz,w137730765654233,남,1985년 월 일 (만 40 세),경북,2025-01-06 19:26,4
Wiz,w397358570984188,남,1966년 월 일 (만 59 세),경기,2025-01-13 20:25,"4, 2"
Wiz,w229951794693667,여,1994년 월 일 (만 31 세),서울,2025-01-07 7:26,1
Wiz,w281586728520085,남,1987년 월 일 (만 38 세),부산,2025-01-07 9:31,"2, 7"
Wiz,w165273135541455,여,1959년 월 일 (만 66 세),인천,2025-01-07 9:14,5
Wiz,w162691212958511,여,1994년 월 일 (만 31 세),전북,2025-01-06 12:15,"4, 8, 2"
Wiz,w80496097036000,남,1982년 월 일 (만 43 세),서울,2025-01-06 23:39,4
Wiz,w103026932245534,남,1981년 월 일 (만 44 세),대구,2025-01-07 23:00,10
Wiz,w124751156144652,남,1995년 월 일 (만 30 세),경기,2025-01-08 0:27,"1, 2, 4"
Wiz,w110599431286853,여,1994년 월 일 (만 31 세),인천,2025-01-06 12:08,9
Wiz,w396894387507376,여,2009년 월 일 (만 16 세),경기,2025-01-12 20:32,4
Wiz,w161457827944172,여,1990년 월 일 (만 35 세),경기,2025-01-06 10:06,10
Wiz,w231108462123268,남,1991년 월 일 (만 34 세),서울,2025-01-06 9:54,3
Wiz,w144004399495451,남,1985년 월 일 (만 40 세),서울,2025-01-07 0:28,"5, 1, 7, 4"
Wiz,w279033994519826,여,1975년 월 일 (만 50 세),광주,2025-01-06 21:32,10
Wiz,w108469076331763,,2000년 월 일 (만 25 세),충남,2025-01-07 1:44,9
Wiz,w163134814447626,여,1963년 월 일 (만 62 세),,2025-01-06 12:21,"4, 6, 8"
Wiz,w391214928623846,여,1975년 월 일 (만 50 세),경기,2025-01-07 9:17,"8, 4, 2"
Wiz,w66810433803042,여,1974년 월 일 (만 51 세),서울,2025-01-08 0:21,"1, 2, 4"
Wiz,w194555650586779,남,1975년 월 일 (만 50 세),대구,2025-01-07 9:19,"5, 4, 8"
Wiz,w115047618360708,남,1971년 월 일 (만 54 세),광주,2025-01-07 11:10,4
Wiz,w216721335074370,여,2003년 월 일 (만 22 세),경남,2025-01-06 17:51,10
Wiz,w144740892270148,남,1961년 월 일 (만 64 세),,2025-01-07 8:51,2
Wiz,w151314472758267,남,1972년 월 일 (만 53 세),충북,2025-01-07 0:49,"4, 8"
